Данные на маршруте;;;;
;;;;
Тип ТС;# ТС;t, мин.;L, км;Q, т
0;0;1.0;0;0
0;0;1.0;0;0
0;0;3.88;1.2;0
0;0;5.88;1.2;0
0;0;8.879999999999999;1.2;0
0;0;11.879999999999999;1.2;30.0
0;0;16.38;2.7;30.0
0;0;20.38;2.7;30.0
0;0;23.259999999999998;3.9000000000000004;30.0
0;0;26.259999999999998;3.9000000000000004;60.0
0;0;30.759999999999998;5.4;60.0
0;0;34.76;5.4;60.0
0;0;37.64;6.6000000000000005;60.0
0;0;40.64;6.6000000000000005;90.0
0;0;45.14;8.100000000000001;90.0
0;0;49.14;8.100000000000001;90.0
0;0;52.02;9.3;90.0
0;0;55.02;9.3;120.0
0;0;59.52;10.8;120.0
0;0;63.52;10.8;120.0
0;0;66.4;12.0;120.0
0;0;69.4;12.0;150.0
0;0;73.9;13.5;150.0
0;0;77.9;13.5;150.0
0;0;80.78;14.7;150.0
0;0;83.78;14.7;180.0
0;0;88.28;16.2;180.0
0;0;92.28;16.2;180.0
0;0;95.16;17.4;180.0
0;0;98.16;17.4;210.0
0;0;102.66;18.9;210.0
0;0;106.66;18.9;210.0
0;0;109.53999999999999;20.099999999999998;210.0
0;0;112.53999999999999;20.099999999999998;240.0
0;0;117.03999999999999;21.599999999999998;240.0
0;0;121.03999999999999;21.599999999999998;240.0
0;0;123.91999999999999;22.799999999999997;240.0
0;0;126.91999999999999;22.799999999999997;270.0
0;0;131.42;24.299999999999997;270.0
0;0;135.42;24.299999999999997;270.0
0;0;138.29999999999998;25.499999999999996;270.0
0;0;141.29999999999998;25.499999999999996;300.0
0;0;145.79999999999998;26.999999999999996;300.0
0;0;149.79999999999998;26.999999999999996;300.0
0;0;152.67999999999998;28.199999999999996;300.0
0;0;155.67999999999998;28.199999999999996;330.0
0;0;160.17999999999998;29.699999999999996;330.0
0;0;164.17999999999998;29.699999999999996;330.0
0;0;167.05999999999997;30.899999999999995;330.0
0;0;170.05999999999997;30.899999999999995;360.0
0;0;174.55999999999997;32.39999999999999;360.0
0;0;178.55999999999997;32.39999999999999;360.0
0;0;181.43999999999997;33.599999999999994;360.0
0;0;184.43999999999997;33.599999999999994;390.0
0;0;188.93999999999997;35.099999999999994;390.0
0;0;192.93999999999997;35.099999999999994;390.0
0;0;195.81999999999996;36.3;390.0
0;0;198.81999999999996;36.3;420.0
0;0;203.31999999999996;37.8;420.0
0;0;207.31999999999996;37.8;420.0
0;0;210.19999999999996;39.0;420.0
0;0;213.19999999999996;39.0;450.0
0;0;217.69999999999996;40.5;450.0
0;0;221.69999999999996;40.5;450.0
0;0;224.57999999999996;41.7;450.0
0;0;227.57999999999996;41.7;480.0
0;0;232.07999999999996;43.2;480.0
0;0;236.07999999999996;43.2;480.0
0;0;238.95999999999995;44.400000000000006;480.0
0;0;241.95999999999995;44.400000000000006;510.0
0;0;246.45999999999995;45.900000000000006;510.0
0;0;250.45999999999995;45.900000000000006;510.0
0;0;253.33999999999995;47.10000000000001;510.0
0;0;256.3399999999999;47.10000000000001;540.0
0;0;260.8399999999999;48.60000000000001;540.0
0;0;264.8399999999999;48.60000000000001;540.0
0;0;267.7199999999999;49.80000000000001;540.0
0;0;270.7199999999999;49.80000000000001;570.0
0;0;275.2199999999999;51.30000000000001;570.0
0;0;279.2199999999999;51.30000000000001;570.0
0;0;282.0999999999999;52.500000000000014;570.0
0;0;285.0999999999999;52.500000000000014;600.0
0;0;289.5999999999999;54.000000000000014;600.0
0;0;293.5999999999999;54.000000000000014;600.0
0;0;296.4799999999999;55.20000000000002;600.0
0;0;299.4799999999999;55.20000000000002;630.0
0;0;303.9799999999999;56.70000000000002;630.0
0;0;307.9799999999999;56.70000000000002;630.0
0;0;310.8599999999999;57.90000000000002;630.0
0;0;313.8599999999999;57.90000000000002;660.0
0;0;318.3599999999999;59.40000000000002;660.0
0;0;322.3599999999999;59.40000000000002;660.0
0;0;325.2399999999999;60.60000000000002;660.0
0;0;328.2399999999999;60.60000000000002;690.0
0;0;332.7399999999999;62.10000000000002;690.0
0;0;336.7399999999999;62.10000000000002;690.0
0;0;339.6199999999999;63.300000000000026;690.0
0;0;342.6199999999999;63.300000000000026;720.0
0;0;347.1199999999999;64.80000000000003;720.0
0;0;351.1199999999999;64.80000000000003;720.0
0;0;353.9999999999999;66.00000000000003;720.0
0;0;356.9999999999999;66.00000000000003;750.0
0;0;361.4999999999999;67.50000000000003;750.0
0;0;365.4999999999999;67.50000000000003;750.0
0;0;368.3799999999999;68.70000000000003;750.0
0;0;371.3799999999999;68.70000000000003;780.0
0;0;375.8799999999999;70.20000000000003;780.0
0;0;379.8799999999999;70.20000000000003;780.0
0;0;382.7599999999999;71.40000000000003;780.0
0;0;385.7599999999999;71.40000000000003;810.0
0;0;390.2599999999999;72.90000000000003;810.0
0;0;394.2599999999999;72.90000000000003;810.0
0;0;397.1399999999999;74.10000000000004;810.0
0;0;400.1399999999999;74.10000000000004;840.0
0;0;404.6399999999999;75.60000000000004;840.0
0;0;408.6399999999999;75.60000000000004;840.0
0;0;411.51999999999987;76.80000000000004;840.0
0;0;414.51999999999987;76.80000000000004;870.0
0;0;419.01999999999987;78.30000000000004;870.0
0;0;423.01999999999987;78.30000000000004;870.0
0;0;425.89999999999986;79.50000000000004;870.0
0;0;428.89999999999986;79.50000000000004;900.0
0;0;433.39999999999986;81.00000000000004;900.0
0;0;437.39999999999986;81.00000000000004;900.0
0;0;440.27999999999986;82.20000000000005;900.0
0;0;443.27999999999986;82.20000000000005;930.0
0;0;447.77999999999986;83.70000000000005;930.0
0;0;451.77999999999986;83.70000000000005;930.0
0;0;454.65999999999985;84.90000000000005;930.0
0;0;457.65999999999985;84.90000000000005;960.0
0;0;462.15999999999985;86.40000000000005;960.0
0;0;466.15999999999985;86.40000000000005;960.0
0;0;469.03999999999985;87.60000000000005;960.0
0;0;472.03999999999985;87.60000000000005;990.0
0;0;476.53999999999985;89.10000000000005;990.0
0;0;480.53999999999985;89.10000000000005;990.0
0;0;483.41999999999985;90.30000000000005;990.0
0;0;486.41999999999985;90.30000000000005;1020.0
0;0;490.91999999999985;91.80000000000005;1020.0
0;0;494.91999999999985;91.80000000000005;1020.0
0;0;497.79999999999984;93.00000000000006;1020.0
0;0;500.79999999999984;93.00000000000006;1050.0
;;;;
Тип ТС;# ТС;t, мин.;L, км;Q, т
0;1;1.0;0;0
0;1;1.0;0;0
0;1;3.88;1.2;0
0;1;5.88;1.2;0
0;1;8.879999999999999;1.2;0
0;1;11.879999999999999;1.2;0
0;1;14.879999999999999;1.2;30.0
0;1;19.38;2.7;30.0
0;1;23.38;2.7;30.0
0;1;26.259999999999998;3.9000000000000004;30.0
0;1;29.259999999999998;3.9000000000000004;60.0
0;1;33.76;5.4;60.0
0;1;37.76;5.4;60.0
0;1;40.64;6.6000000000000005;60.0
0;1;43.64;6.6000000000000005;90.0
0;1;48.14;8.100000000000001;90.0
0;1;52.14;8.100000000000001;90.0
0;1;55.02;9.3;90.0
0;1;58.02;9.3;120.0
0;1;62.52;10.8;120.0
0;1;66.52000000000001;10.8;120.0
0;1;69.4;12.0;120.0
0;1;72.4;12.0;150.0
0;1;76.9;13.5;150.0
0;1;80.9;13.5;150.0
0;1;83.78;14.7;150.0
0;1;86.78;14.7;180.0
0;1;91.28;16.2;180.0
0;1;95.28;16.2;180.0
0;1;98.16;17.4;180.0
0;1;101.16;17.4;210.0
0;1;105.66;18.9;210.0
0;1;109.66;18.9;210.0
0;1;112.53999999999999;20.099999999999998;210.0
0;1;115.53999999999999;20.099999999999998;240.0
0;1;120.03999999999999;21.599999999999998;240.0
0;1;124.03999999999999;21.599999999999998;240.0
0;1;126.91999999999999;22.799999999999997;240.0
0;1;129.92;22.799999999999997;270.0
0;1;134.42;24.299999999999997;270.0
0;1;138.42;24.299999999999997;270.0
0;1;141.29999999999998;25.499999999999996;270.0
0;1;144.29999999999998;25.499999999999996;300.0
0;1;148.79999999999998;26.999999999999996;300.0
0;1;152.79999999999998;26.999999999999996;300.0
0;1;155.67999999999998;28.199999999999996;300.0
0;1;158.67999999999998;28.199999999999996;330.0
0;1;163.17999999999998;29.699999999999996;330.0
0;1;167.17999999999998;29.699999999999996;330.0
0;1;170.05999999999997;30.899999999999995;330.0
0;1;173.05999999999997;30.899999999999995;360.0
0;1;177.55999999999997;32.39999999999999;360.0
0;1;181.55999999999997;32.39999999999999;360.0
0;1;184.43999999999997;33.599999999999994;360.0
0;1;187.43999999999997;33.599999999999994;390.0
0;1;191.93999999999997;35.099999999999994;390.0
0;1;195.93999999999997;35.099999999999994;390.0
0;1;198.81999999999996;36.3;390.0
0;1;201.81999999999996;36.3;420.0
0;1;206.31999999999996;37.8;420.0
0;1;210.31999999999996;37.8;420.0
0;1;213.19999999999996;39.0;420.0
0;1;216.19999999999996;39.0;450.0
0;1;220.69999999999996;40.5;450.0
0;1;224.69999999999996;40.5;450.0
0;1;227.57999999999996;41.7;450.0
0;1;230.57999999999996;41.7;480.0
0;1;235.07999999999996;43.2;480.0
0;1;239.07999999999996;43.2;480.0
0;1;241.95999999999995;44.400000000000006;480.0
0;1;244.95999999999995;44.400000000000006;510.0
0;1;249.45999999999995;45.900000000000006;510.0
0;1;253.45999999999995;45.900000000000006;510.0
0;1;256.34;47.10000000000001;510.0
0;1;259.34;47.10000000000001;540.0
0;1;263.84;48.60000000000001;540.0
0;1;267.84;48.60000000000001;540.0
0;1;270.71999999999997;49.80000000000001;540.0
0;1;273.71999999999997;49.80000000000001;570.0
0;1;278.21999999999997;51.30000000000001;570.0
0;1;282.21999999999997;51.30000000000001;570.0
0;1;285.09999999999997;52.500000000000014;570.0
0;1;288.09999999999997;52.500000000000014;600.0
0;1;292.59999999999997;54.000000000000014;600.0
0;1;296.59999999999997;54.000000000000014;600.0
0;1;299.47999999999996;55.20000000000002;600.0
0;1;302.47999999999996;55.20000000000002;630.0
0;1;306.97999999999996;56.70000000000002;630.0
0;1;310.97999999999996;56.70000000000002;630.0
0;1;313.85999999999996;57.90000000000002;630.0
0;1;316.85999999999996;57.90000000000002;660.0
0;1;321.35999999999996;59.40000000000002;660.0
0;1;325.35999999999996;59.40000000000002;660.0
0;1;328.23999999999995;60.60000000000002;660.0
0;1;331.23999999999995;60.60000000000002;690.0
0;1;335.73999999999995;62.10000000000002;690.0
0;1;339.73999999999995;62.10000000000002;690.0
0;1;342.61999999999995;63.300000000000026;690.0
0;1;345.61999999999995;63.300000000000026;720.0
0;1;350.11999999999995;64.80000000000003;720.0
0;1;354.11999999999995;64.80000000000003;720.0
0;1;356.99999999999994;66.00000000000003;720.0
0;1;359.99999999999994;66.00000000000003;750.0
0;1;364.49999999999994;67.50000000000003;750.0
0;1;368.49999999999994;67.50000000000003;750.0
0;1;371.37999999999994;68.70000000000003;750.0
0;1;374.37999999999994;68.70000000000003;780.0
0;1;378.87999999999994;70.20000000000003;780.0
0;1;382.87999999999994;70.20000000000003;780.0
0;1;385.75999999999993;71.40000000000003;780.0
0;1;388.75999999999993;71.40000000000003;810.0
0;1;393.25999999999993;72.90000000000003;810.0
0;1;397.25999999999993;72.90000000000003;810.0
0;1;400.13999999999993;74.10000000000004;810.0
0;1;403.13999999999993;74.10000000000004;840.0
0;1;407.63999999999993;75.60000000000004;840.0
0;1;411.63999999999993;75.60000000000004;840.0
0;1;414.5199999999999;76.80000000000004;840.0
0;1;417.5199999999999;76.80000000000004;870.0
0;1;422.0199999999999;78.30000000000004;870.0
0;1;426.0199999999999;78.30000000000004;870.0
0;1;428.8999999999999;79.50000000000004;870.0
0;1;431.8999999999999;79.50000000000004;900.0
0;1;436.3999999999999;81.00000000000004;900.0
0;1;440.3999999999999;81.00000000000004;900.0
0;1;443.2799999999999;82.20000000000005;900.0
0;1;446.2799999999999;82.20000000000005;930.0
0;1;450.7799999999999;83.70000000000005;930.0
0;1;454.7799999999999;83.70000000000005;930.0
0;1;457.6599999999999;84.90000000000005;930.0
0;1;460.6599999999999;84.90000000000005;960.0
0;1;465.1599999999999;86.40000000000005;960.0
0;1;469.1599999999999;86.40000000000005;960.0
0;1;472.0399999999999;87.60000000000005;960.0
0;1;475.0399999999999;87.60000000000005;990.0
0;1;479.5399999999999;89.10000000000005;990.0
0;1;483.5399999999999;89.10000000000005;990.0
0;1;486.4199999999999;90.30000000000005;990.0
0;1;489.4199999999999;90.30000000000005;1020.0
0;1;493.9199999999999;91.80000000000005;1020.0
0;1;497.9199999999999;91.80000000000005;1020.0
0;1;500.7999999999999;93.00000000000006;1020.0
;;;;
Тип ТС;# ТС;t, мин.;L, км;Q, т
0;2;1.0;0;0
0;2;1.0;0;0
0;2;3.88;1.2;0
0;2;5.88;1.2;0
0;2;8.879999999999999;1.2;0
0;2;11.879999999999999;1.2;0
0;2;14.879999999999999;1.2;0
0;2;20.259999999999998;1.2;0
0;2;23.259999999999998;1.2;0
0;2;26.259999999999998;1.2;0
0;2;29.259999999999998;1.2;0
0;2;34.64;1.2;0
0;2;37.64;1.2;0
0;2;40.64;1.2;0
0;2;43.64;1.2;0
0;2;49.02;1.2;0
0;2;52.02;1.2;0
0;2;55.02;1.2;0
0;2;58.02;1.2;0
0;2;63.400000000000006;1.2;0
0;2;66.4;1.2;0
0;2;69.4;1.2;0
0;2;72.4;1.2;0
0;2;77.78;1.2;0
0;2;80.78;1.2;0
0;2;83.78;1.2;0
0;2;86.78;1.2;0
0;2;92.16;1.2;0
0;2;95.16;1.2;0
0;2;98.16;1.2;0
0;2;101.16;1.2;0
0;2;106.53999999999999;1.2;0
0;2;109.53999999999999;1.2;0
0;2;112.53999999999999;1.2;0
0;2;115.53999999999999;1.2;0
0;2;120.91999999999999;1.2;0
0;2;123.91999999999999;1.2;0
0;2;126.91999999999999;1.2;0
0;2;129.92;1.2;0
0;2;135.29999999999998;1.2;0
0;2;138.29999999999998;1.2;0
0;2;141.29999999999998;1.2;0
0;2;144.29999999999998;1.2;0
0;2;149.67999999999998;1.2;0
0;2;152.67999999999998;1.2;0
0;2;155.67999999999998;1.2;0
0;2;158.67999999999998;1.2;0
0;2;164.05999999999997;1.2;0
0;2;167.05999999999997;1.2;0
0;2;170.05999999999997;1.2;0
0;2;173.05999999999997;1.2;0
0;2;178.43999999999997;1.2;0
0;2;181.43999999999997;1.2;0
0;2;184.43999999999997;1.2;0
0;2;187.43999999999997;1.2;0
0;2;192.81999999999996;1.2;0
0;2;195.81999999999996;1.2;0
0;2;198.81999999999996;1.2;0
0;2;201.81999999999996;1.2;0
0;2;207.19999999999996;1.2;0
0;2;210.19999999999996;1.2;0
0;2;213.19999999999996;1.2;0
0;2;216.19999999999996;1.2;0
0;2;221.57999999999996;1.2;0
0;2;224.57999999999996;1.2;0
0;2;227.57999999999996;1.2;0
0;2;230.57999999999996;1.2;0
0;2;235.95999999999995;1.2;0
0;2;238.95999999999995;1.2;0
0;2;241.95999999999995;1.2;0
0;2;244.95999999999995;1.2;0
0;2;250.33999999999995;1.2;0
0;2;253.33999999999995;1.2;0
0;2;256.3399999999999;1.2;0
0;2;259.34;1.2;0
0;2;264.7199999999999;1.2;0
0;2;267.7199999999999;1.2;0
0;2;270.7199999999999;1.2;0
0;2;273.71999999999997;1.2;0
0;2;279.0999999999999;1.2;0
0;2;282.0999999999999;1.2;0
0;2;285.0999999999999;1.2;0
0;2;288.09999999999997;1.2;0
0;2;293.4799999999999;1.2;0
0;2;296.4799999999999;1.2;0
0;2;299.4799999999999;1.2;0
0;2;302.47999999999996;1.2;0
0;2;307.8599999999999;1.2;0
0;2;310.8599999999999;1.2;0
0;2;313.8599999999999;1.2;0
0;2;316.85999999999996;1.2;0
0;2;322.2399999999999;1.2;0
0;2;325.2399999999999;1.2;0
0;2;328.2399999999999;1.2;0
0;2;331.23999999999995;1.2;0
0;2;336.6199999999999;1.2;0
0;2;339.6199999999999;1.2;0
0;2;342.6199999999999;1.2;0
0;2;345.61999999999995;1.2;0
0;2;350.9999999999999;1.2;0
0;2;353.9999999999999;1.2;0
0;2;356.9999999999999;1.2;0
0;2;359.99999999999994;1.2;0
0;2;365.3799999999999;1.2;0
0;2;368.3799999999999;1.2;0
0;2;371.3799999999999;1.2;0
0;2;374.37999999999994;1.2;0
0;2;379.7599999999999;1.2;0
0;2;382.7599999999999;1.2;0
0;2;385.7599999999999;1.2;0
0;2;388.75999999999993;1.2;0
0;2;394.1399999999999;1.2;0
0;2;397.1399999999999;1.2;0
0;2;400.1399999999999;1.2;0
0;2;403.13999999999993;1.2;0
0;2;408.51999999999987;1.2;0
0;2;411.51999999999987;1.2;0
0;2;414.51999999999987;1.2;0
0;2;417.5199999999999;1.2;0
0;2;422.89999999999986;1.2;0
0;2;425.89999999999986;1.2;0
0;2;428.89999999999986;1.2;0
0;2;431.8999999999999;1.2;0
0;2;437.27999999999986;1.2;0
0;2;440.27999999999986;1.2;0
0;2;443.27999999999986;1.2;0
0;2;446.2799999999999;1.2;0
0;2;451.65999999999985;1.2;0
0;2;454.65999999999985;1.2;0
0;2;457.65999999999985;1.2;0
0;2;460.6599999999999;1.2;0
0;2;466.03999999999985;1.2;0
0;2;469.03999999999985;1.2;0
0;2;472.03999999999985;1.2;0
0;2;475.0399999999999;1.2;0
0;2;480.41999999999985;1.2;0
0;2;483.41999999999985;1.2;0
0;2;486.41999999999985;1.2;0
0;2;489.4199999999999;1.2;0
0;2;494.79999999999984;1.2;0
0;2;497.79999999999984;1.2;0
0;2;500.79999999999984;1.2;0
;;;;
Тип ТС;# ТС;t, мин.;L, км;Q, т
0;3;1.0;0;0
0;3;1.0;0;0
0;3;3.88;1.2;0
0;3;5.88;1.2;0
0;3;8.879999999999999;1.2;0
0;3;11.879999999999999;1.2;0
0;3;14.879999999999999;1.2;0
0;3;20.259999999999998;1.2;0
0;3;23.259999999999998;1.2;0
0;3;26.259999999999998;1.2;0
0;3;29.259999999999998;1.2;0
0;3;34.64;1.2;0
0;3;37.64;1.2;0
0;3;40.64;1.2;0
0;3;43.64;1.2;0
0;3;49.02;1.2;0
0;3;52.02;1.2;0
0;3;55.02;1.2;0
0;3;58.02;1.2;0
0;3;63.400000000000006;1.2;0
0;3;66.4;1.2;0
0;3;69.4;1.2;0
0;3;72.4;1.2;0
0;3;77.78;1.2;0
0;3;80.78;1.2;0
0;3;83.78;1.2;0
0;3;86.78;1.2;0
0;3;92.16;1.2;0
0;3;95.16;1.2;0
0;3;98.16;1.2;0
0;3;101.16;1.2;0
0;3;106.53999999999999;1.2;0
0;3;109.53999999999999;1.2;0
0;3;112.53999999999999;1.2;0
0;3;115.53999999999999;1.2;0
0;3;120.91999999999999;1.2;0
0;3;123.91999999999999;1.2;0
0;3;126.91999999999999;1.2;0
0;3;129.92;1.2;0
0;3;135.29999999999998;1.2;0
0;3;138.29999999999998;1.2;0
0;3;141.29999999999998;1.2;0
0;3;144.29999999999998;1.2;0
0;3;149.67999999999998;1.2;0
0;3;152.67999999999998;1.2;0
0;3;155.67999999999998;1.2;0
0;3;158.67999999999998;1.2;0
0;3;164.05999999999997;1.2;0
0;3;167.05999999999997;1.2;0
0;3;170.05999999999997;1.2;0
0;3;173.05999999999997;1.2;0
0;3;178.43999999999997;1.2;0
0;3;181.43999999999997;1.2;0
0;3;184.43999999999997;1.2;0
0;3;187.43999999999997;1.2;0
0;3;192.81999999999996;1.2;0
0;3;195.81999999999996;1.2;0
0;3;198.81999999999996;1.2;0
0;3;201.81999999999996;1.2;0
0;3;207.19999999999996;1.2;0
0;3;210.19999999999996;1.2;0
0;3;213.19999999999996;1.2;0
0;3;216.19999999999996;1.2;0
0;3;221.57999999999996;1.2;0
0;3;224.57999999999996;1.2;0
0;3;227.57999999999996;1.2;0
0;3;230.57999999999996;1.2;0
0;3;235.95999999999995;1.2;0
0;3;238.95999999999995;1.2;0
0;3;241.95999999999995;1.2;0
0;3;244.95999999999995;1.2;0
0;3;250.33999999999995;1.2;0
0;3;253.33999999999995;1.2;0
0;3;256.3399999999999;1.2;0
0;3;259.34;1.2;0
0;3;264.7199999999999;1.2;0
0;3;267.7199999999999;1.2;0
0;3;270.7199999999999;1.2;0
0;3;273.71999999999997;1.2;0
0;3;279.0999999999999;1.2;0
0;3;282.0999999999999;1.2;0
0;3;285.0999999999999;1.2;0
0;3;288.09999999999997;1.2;0
0;3;293.4799999999999;1.2;0
0;3;296.4799999999999;1.2;0
0;3;299.4799999999999;1.2;0
0;3;302.47999999999996;1.2;0
0;3;307.8599999999999;1.2;0
0;3;310.8599999999999;1.2;0
0;3;313.8599999999999;1.2;0
0;3;316.85999999999996;1.2;0
0;3;322.2399999999999;1.2;0
0;3;325.2399999999999;1.2;0
0;3;328.2399999999999;1.2;0
0;3;331.23999999999995;1.2;0
0;3;336.6199999999999;1.2;0
0;3;339.6199999999999;1.2;0
0;3;342.6199999999999;1.2;0
0;3;345.61999999999995;1.2;0
0;3;350.9999999999999;1.2;0
0;3;353.9999999999999;1.2;0
0;3;356.9999999999999;1.2;0
0;3;359.99999999999994;1.2;0
0;3;365.3799999999999;1.2;0
0;3;368.3799999999999;1.2;0
0;3;371.3799999999999;1.2;0
0;3;374.37999999999994;1.2;0
0;3;379.7599999999999;1.2;0
0;3;382.7599999999999;1.2;0
0;3;385.7599999999999;1.2;0
0;3;388.75999999999993;1.2;0
0;3;394.1399999999999;1.2;0
0;3;397.1399999999999;1.2;0
0;3;400.1399999999999;1.2;0
0;3;403.13999999999993;1.2;0
0;3;408.51999999999987;1.2;0
0;3;411.51999999999987;1.2;0
0;3;414.51999999999987;1.2;0
0;3;417.5199999999999;1.2;0
0;3;422.89999999999986;1.2;0
0;3;425.89999999999986;1.2;0
0;3;428.89999999999986;1.2;0
0;3;431.8999999999999;1.2;0
0;3;437.27999999999986;1.2;0
0;3;440.27999999999986;1.2;0
0;3;443.27999999999986;1.2;0
0;3;446.2799999999999;1.2;0
0;3;451.65999999999985;1.2;0
0;3;454.65999999999985;1.2;0
0;3;457.65999999999985;1.2;0
0;3;460.6599999999999;1.2;0
0;3;466.03999999999985;1.2;0
0;3;469.03999999999985;1.2;0
0;3;472.03999999999985;1.2;0
0;3;475.0399999999999;1.2;0
0;3;480.41999999999985;1.2;0
0;3;483.41999999999985;1.2;0
0;3;486.41999999999985;1.2;0
0;3;489.4199999999999;1.2;0
0;3;494.79999999999984;1.2;0
0;3;497.79999999999984;1.2;0
0;3;500.79999999999984;1.2;0
;;;;
Тип ТС;# ТС;t, мин.;L, км;Q, т
0;4;1.0;0;0
0;4;1.0;0;0
0;4;3.88;1.2;0
0;4;5.88;1.2;0
0;4;8.879999999999999;1.2;0
0;4;11.879999999999999;1.2;0
0;4;14.879999999999999;1.2;0
0;4;20.259999999999998;1.2;0
0;4;23.259999999999998;1.2;0
0;4;26.259999999999998;1.2;0
0;4;29.259999999999998;1.2;0
0;4;34.64;1.2;0
0;4;37.64;1.2;0
0;4;40.64;1.2;0
0;4;43.64;1.2;0
0;4;49.02;1.2;0
0;4;52.02;1.2;0
0;4;55.02;1.2;0
0;4;58.02;1.2;0
0;4;63.400000000000006;1.2;0
0;4;66.4;1.2;0
0;4;69.4;1.2;0
0;4;72.4;1.2;0
0;4;77.78;1.2;0
0;4;80.78;1.2;0
0;4;83.78;1.2;0
0;4;86.78;1.2;0
0;4;92.16;1.2;0
0;4;95.16;1.2;0
0;4;98.16;1.2;0
0;4;101.16;1.2;0
0;4;106.53999999999999;1.2;0
0;4;109.53999999999999;1.2;0
0;4;112.53999999999999;1.2;0
0;4;115.53999999999999;1.2;0
0;4;120.91999999999999;1.2;0
